Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"USP4","Ubiquitin Specific Peptidase 4","Protein Coding","Q13107","52","GC03M049277","0.423540651798248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP4"
"INSRR","Insulin Receptor Related Receptor","Protein Coding","P14616","51","GC01M156840","0.423540651798248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSRR"
"SLC15A4","Solute Carrier Family 15 Member 4","Protein Coding","Q8N697","48","GC12M128793","0.423540651798248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A4"
"TEX29","Testis Expressed 29","Protein Coding","Q8N6K0","43","GC13P111316","0.423540651798248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX29"
"PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","Q13153","63","GC11M133198","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1"
"CAMK2B","Calcium/Calmodulin Dependent Protein Kinase II Beta","Protein Coding","Q13554","62","GC07M045513","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2B"
"CD55","CD55 Molecule (Cromer Blood Group)","Protein Coding","P08174","62","GC01P207321","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55"
"GRB2","Growth Factor Receptor Bound Protein 2","Protein Coding","P62993","59","GC17M075318","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB2"
"BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","Q92934","57","GC11M132747","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD"
"BCAR1","BCAR1 Scaffold Protein, Cas Family Member","Protein Coding","P56945","56","GC16M075228","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR1"
"CD82","CD82 Molecule","Protein Coding","P27701","56","GC11P044564","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD82"
"HMMR","Hyaluronan Mediated Motility Receptor","Protein Coding","O75330","56","GC05P163472","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMMR"
"HRH2","Histamine Receptor H2","Protein Coding","P25021","55","GC05P175659","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH2"
"JUND","JunD Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P17535","54","GC19M018279","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUND"
"MGAT5","Alpha-1,6-Mannosylglycoprotein 6-Beta-N-Acetylglucosaminyltransferase","Protein Coding","Q09328","52","GC02P134119","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5"
"MTHFD1L","Methylenetetrahydrofolate Dehydrogenase (NADP+ Dependent) 1 Like","Protein Coding","Q6UB35","52","GC06P150865","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1L"
"IL26","Interleukin 26","Protein Coding","Q9NPH9","47","GC12M068201","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL26"
"MIR370","MicroRNA 370","RNA Gene","","29","GC14P118052","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR370"
"MIR769","MicroRNA 769","RNA Gene","","23","GC19P046018","0.42217829823494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR769"
"GRIA2","Glutamate Ionotropic Receptor AMPA Type Subunit 2","Protein Coding","P42262","64","GC04P157204","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2"
"RAC2","Rac Family Small GTPase 2","Protein Coding","P15153","63","GC22M081568","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC2"
"CACNA1B","Calcium Voltage-Gated Channel Subunit Alpha1 B","Protein Coding","Q00975","62","GC09P137877","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B"
"ACTA2","Actin Alpha 2, Smooth Muscle","Protein Coding","P62736","61","GC10M088935","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2"
"PI4KA","Phosphatidylinositol 4-Kinase Alpha","Protein Coding","P42356","61","GC22M020707","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KA"
"SLC12A5","Solute Carrier Family 12 Member 5","Protein Coding","Q9H2X9","61","GC20P046021","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A5"
"CD3D","CD3 Delta Subunit Of T-Cell Receptor Complex","Protein Coding","P04234","59","GC11M118338","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3D"
"KCNQ3","Potassium Voltage-Gated Channel Subfamily Q Member 3","Protein Coding","O43525","59","GC08M132120","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ3"
"SH2D1A","SH2 Domain Containing 1A","Protein Coding","O60880","59","GC0XP124227","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1A"
"UBE2L3","Ubiquitin Conjugating Enzyme E2 L3","Protein Coding","P68036","58","GC22P021549","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L3"
"GABRR1","Gamma-Aminobutyric Acid Type A Receptor Subunit Rho1","Protein Coding","P24046","56","GC06M089177","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRR1"
"GUCY1A1","Guanylate Cyclase 1 Soluble Subunit Alpha 1","Protein Coding","Q02108","56","GC04P155667","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY1A1"
"MBD4","Methyl-CpG Binding Domain 4, DNA Glycosylase","Protein Coding","O95243","56","GC03M129430","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD4"
"SALL1","Spalt Like Transcription Factor 1","Protein Coding","Q9NSC2","56","GC16M051135","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SALL1"
"TUBA8","Tubulin Alpha 8","Protein Coding","Q9NY65","56","GC22P018110","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA8"
"APBA2","Amyloid Beta Precursor Protein Binding Family A Member 2","Protein Coding","Q99767","55","GC15P174724","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA2"
"PAX9","Paired Box 9","Protein Coding","P55771","55","GC14P036657","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX9"
"RAD23A","RAD23 Homolog A, Nucleotide Excision Repair Protein","Protein Coding","P54725","55","GC19P132447","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23A"
"UBE2K","Ubiquitin Conjugating Enzyme E2 K","Protein Coding","P61086","55","GC04P039712","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2K"
"ADA2","Adenosine Deaminase 2","Protein Coding","Q9NZK5","54","GC22M017342","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2"
"AP3B2","Adaptor Related Protein Complex 3 Subunit Beta 2","Protein Coding","Q13367","54","GC15M155786","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3B2"
"CDH8","Cadherin 8","Protein Coding","P55286","54","GC16M061647","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH8"
"KCNT1","Potassium Sodium-Activated Channel Subfamily T Member 1","Protein Coding","Q5JUK3","54","GC09P135702","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNT1"
"P2RX6","Purinergic Receptor P2X 6","Protein Coding","O15547","54","GC22P080907","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX6"
"PDE4C","Phosphodiesterase 4C","Protein Coding","Q08493","54","GC19M100600","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4C"
"RANBP1","RAN Binding Protein 1","Protein Coding","P43487","54","GC22P020115","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP1"
"RBM8A","RNA Binding Motif Protein 8A","Protein Coding","Q9Y5S9","54","GC01M145921","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM8A"
"SNAP29","Synaptosome Associated Protein 29","Protein Coding","O95721","54","GC22P020859","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP29"
"VPS37A","VPS37A Subunit Of ESCRT-I","Protein Coding","Q8NEZ2","54","GC08P017246","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37A"
"WNT9B","Wnt Family Member 9B","Protein Coding","O14905","54","GC17P046833","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT9B"
"CLDN5","Claudin 5","Protein Coding","O00501","53","GC22M019523","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN5"
"UBE2S","Ubiquitin Conjugating Enzyme E2 S","Protein Coding","Q16763","53","GC19M055399","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2S"
"CBLN1","Cerebellin 1 Precursor","Protein Coding","P23435","52","GC16M049277","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLN1"
"EIF4EBP2","Eukaryotic Translation Initiation Factor 4E Binding Protein 2","Protein Coding","Q13542","52","GC10P070404","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP2"
"FREM1","FRAS1 Related Extracellular Matrix 1","Protein Coding","Q5H8C1","52","GC09M014734","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM1"
"GCM2","Glial Cells Missing Transcription Factor 2","Protein Coding","O75603","52","GC06M010873","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCM2"
"LRBA","LPS Responsive Beige-Like Anchor Protein","Protein Coding","P50851","52","GC04M150264","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRBA"
"PCDH10","Protocadherin 10","Protein Coding","Q9P2E7","52","GC04P133149","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH10"
"RAG2","Recombination Activating 2","Protein Coding","P55895","52","GC11M036575","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG2"
"REEP1","Receptor Accessory Protein 1","Protein Coding","Q9H902","52","GC02M086213","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP1"
"SLC45A2","Solute Carrier Family 45 Member 2","Protein Coding","Q9UMX9","52","GC05M033944","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A2"
"TNRC6A","Trinucleotide Repeat Containing Adaptor 6A","Protein Coding","Q8NDV7","52","GC16P104659","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6A"
"UBE3B","Ubiquitin Protein Ligase E3B","Protein Coding","Q7Z3V4","52","GC12P109477","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3B"
"ADAM23","ADAM Metallopeptidase Domain 23","Protein Coding","O75077","51","GC02P206443","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM23"
"DGCR2","DiGeorge Syndrome Critical Region Gene 2","Protein Coding","P98153","51","GC22M020333","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR2"
"GSC","Goosecoid Homeobox","Protein Coding","P56915","51","GC14M094768","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSC"
"HOXA2","Homeobox A2","Protein Coding","O43364","51","GC07M027100","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA2"
"MED15","Mediator Complex Subunit 15","Protein Coding","Q96RN5","51","GC22P080879","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED15"
"SLC9A7","Solute Carrier Family 9 Member A7","Protein Coding","Q96T83","51","GC0XM046599","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A7"
"SLC9A9","Solute Carrier Family 9 Member A9","Protein Coding","Q8IVB4","51","GC03M143265","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A9"
"TTC7A","Tetratricopeptide Repeat Domain 7A","Protein Coding","Q9ULT0","51","GC02P046923","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC7A"
"ERC2","ELKS/RAB6-Interacting/CAST Family Member 2","Protein Coding","O15083","50","GC03M055509","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERC2"
"GATA5","GATA Binding Protein 5","Protein Coding","Q9BWX5","50","GC20M062747","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA5"
"HEY2","Hes Related Family BHLH Transcription Factor With YRPW Motif 2","Protein Coding","Q9UBP5","50","GC06P157975","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2"
"HOXA3","Homeobox A3","Protein Coding","O43365","50","GC07M028109","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA3"
"OTUD7A","OTU Deubiquitinase 7A","Protein Coding","Q8TE49","50","GC15M031475","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD7A"
"PSME4","Proteasome Activator Subunit 4","Protein Coding","Q14997","50","GC02M053864","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME4"
"RFXANK","Regulatory Factor X Associated Ankyrin Containing Protein","Protein Coding","O14593","50","GC19P019192","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFXANK"
"RNH1","Ribonuclease/Angiogenin Inhibitor 1","Protein Coding","P13489","50","GC11M013219","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNH1"
"SCARF2","Scavenger Receptor Class F Member 2","Protein Coding","Q96GP6","50","GC22M020424","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARF2"
"SEPTIN5","Septin 5","Protein Coding","Q99719","50","GC22P019714","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN5"
"YY1AP1","YY1 Associated Protein 1","Protein Coding","Q9H869","50","GC01M155659","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1AP1"
"ZDHHC8","Zinc Finger DHHC-Type Palmitoyltransferase 8","Protein Coding","Q9ULC8","50","GC22P020129","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC8"
"AIFM3","AIF Family Member 3","Protein Coding","Q96NN9","49","GC22P020965","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM3"
"AP5Z1","Adaptor Related Protein Complex 5 Subunit Zeta 1","Protein Coding","O43299","49","GC07P004775","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP5Z1"
"ARHGEF15","Rho Guanine Nucleotide Exchange Factor 15","Protein Coding","O94989","49","GC17P008310","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF15"
"KNL1","Kinetochore Scaffold 1","Protein Coding","Q8NG31","49","GC15P175084","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNL1"
"MRPL40","Mitochondrial Ribosomal Protein L40","Protein Coding","Q9NQ50","49","GC22P080824","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL40"
"NT5C1B","5'-Nucleotidase, Cytosolic IB","Protein Coding","Q96P26","49","GC02M018562","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C1B"
"SPG21","SPG21 Abhydrolase Domain Containing, Maspardin","Protein Coding","Q9NZD8","49","GC15M064963","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG21"
"TARBP2","TARBP2 Subunit Of RISC Loading Complex","Protein Coding","Q15633","49","GC12P065221","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARBP2"
"ZNF74","Zinc Finger Protein 74","Protein Coding","Q16587","49","GC22P020394","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF74"
"CHAF1A","Chromatin Assembly Factor 1 Subunit A","Protein Coding","Q13111","48","GC19P004402","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAF1A"
"ESS2","Ess-2 Splicing Factor Homolog","Protein Coding","Q96DF8","48","GC22M019130","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESS2"
"LCOR","Ligand Dependent Nuclear Receptor Corepressor","Protein Coding","Q96JN0","48","GC10P096832","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCOR"
"MTMR10","Myotubularin Related Protein 10","Protein Coding","Q9NXD2","48","GC15M041701","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR10"
"NKX2-6","NK2 Homeobox 6","Protein Coding","A6NCS4","48","GC08M023702","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-6"
"RNF170","Ring Finger Protein 170","Protein Coding","Q96K19","48","GC08M044377","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF170"
"TRMT2A","TRNA Methyltransferase 2 Homolog A","Protein Coding","Q8IZ69","48","GC22M020460","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT2A"
"TSSK1B","Testis Specific Serine Kinase 1B","Protein Coding","Q9BXA7","48","GC05M113432","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSK1B"
"TSSK2","Testis Specific Serine Kinase 2","Protein Coding","Q96PF2","48","GC22P080821","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSK2"
"CARMIL2","Capping Protein Regulator And Myosin 1 Linker 2","Protein Coding","Q6F5E8","47","GC16P067644","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMIL2"
"CDIN1","CDAN1 Interacting Nuclease 1","Protein Coding","Q9Y2V0","47","GC15P175010","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIN1"
"CENPS","Centromere Protein S","Protein Coding","Q8N2Z9","47","GC01P060274","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPS"
"CHML","CHM Like Rab Escort Protein","Protein Coding","P26374","47","GC01M241628","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHML"
"CORO2A","Coronin 2A","Protein Coding","Q92828","47","GC09M098120","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO2A"
"GABRR3","Gamma-Aminobutyric Acid Type A Receptor Subunit Rho3","Protein Coding","A8MPY1","47","GC03M097986","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRR3"
"GNB1L","G Protein Subunit Beta 1 Like","Protein Coding","Q9BYB4","47","GC22M019783","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB1L"
"HIRIP3","HIRA Interacting Protein 3","Protein Coding","Q9BW71","47","GC16M029992","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIRIP3"
"PRDM8","PR/SET Domain 8","Protein Coding","Q9NQV8","47","GC04P080183","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM8"
"RBM25","RNA Binding Motif Protein 25","Protein Coding","P49756","47","GC14P073058","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM25"
"SPRTN","SprT-Like N-Terminal Domain","Protein Coding","Q9H040","47","GC01P231337","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRTN"
"TMEM87A","Transmembrane Protein 87A","Protein Coding","Q8NBN3","47","GC15M042210","0.419102609157562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM87A"
